Cell,BestBatchIdx,STRFGain,STRFLatency,OutputAdaptation,On__ROnGSYN,Off__ROnGSYN,On__SOnOffGSYN,Off__SOnOffGSYN,SOnOff__ROnGSYN
192,12,0.00687164580449462,0.0132322190329432,0.0039720106869936,0.0461867786943913,0.0479009076952934,0.21957391500473,0.254265874624252,0.236700773239136
193,14,0.245656087994576,0.0399999991059303,9.25958011066541e-05,0.000111762310552876,0,0,0,0.292352139949799
194,3,0.0194789376109838,0.0053396662697196,0.00938953552395105,0.0381921268999577,0.0479215867817402,0.0154825262725353,0.248713314533234,0.201485067605972
195,2,0.00952014047652483,0.00722247082740068,0.00705659110099077,0.0469821244478226,0.0293755903840065,0.297210931777954,0.110173374414444,0.174967005848885
196,2,0.00329983979463577,0.0138292834162712,0.00430517457425594,0.0345519371330738,0.0606251396238804,0.255622684955597,0.181174546480179,0.199317783117294
197,12,0.0109735270962119,0.00338949915021658,0.00633171852678061,0.0160642266273499,0.0439468212425709,0.00479138502851129,0.345354110002518,0.127008467912674
198,8,0.00136630923952907,0.0105407238006592,0.00413059862330556,7.88188481237739e-05,0.122114226222038,0.0119176991283894,0.16853404045105,0.0692318603396416
199,1,0.0103564001619816,0.00328463339246809,0.00285900570452213,0.0444791689515114,3.39419857482426e-05,0.214196532964706,0.151017189025879,0.167389169335365
200,11,0.0289241950958967,0.0183982439339161,0.00936294719576836,0.0230706315487623,0,0.392462402582169,0,0.196576580405235
201,13,0.00313442456535995,0.00801287777721882,0.00558121269568801,0.0601505599915981,0.0790555030107498,0.237633362412453,0.199817776679993,0.0805154666304588
202,1,0.0122769894078374,0.0214841440320015,0.00416163960471749,0.0179140418767929,0.0131897730752826,1.05524861812592,0,0.0997214615345001
203,11,0.262119442224503,0.0399999991059303,0.00159417884424329,0.00131628126837313,0,0,0,0.144366964697838
204,11,0.00561559060588479,0.00445782067254186,0.00614695763215423,0.0394423082470894,2.97016977128806e-05,0.255741864442825,0.0302347224205732,0.0455982126295567
205,15,0.236787796020508,0.0399999991059303,0.0110745504498482,0.00559019157662988,0.00267634284682572,2.62694266339736e-09,0.0709883719682693,0.173041105270386
206,10,0.00849965866655111,0.00119746662676334,0.00993064139038324,0.0681181773543358,0.049006849527359,0.20809343457222,0.229484155774117,0.0691586583852768
207,1,0.00463546207174659,0.000958883902058005,0.0131338387727737,0,0.0904675796627998,0.0146281849592924,0.153041616082191,0.167833119630814
208,5,0.00355324102565646,0.00615898100659251,0.0134510220959783,0.0517666786909103,0.0218774825334549,0.269877046346664,0.00881626456975937,0.200848132371902
209,15,0.00577448355033994,0.00442799273878336,0.00997211504727602,0.0428888387978077,0.00671360129490495,0.239886969327927,0.0952162072062492,0.164915293455124
210,10,0.0796336978673935,0.00968610960990191,0.0108824549242854,0.0366182588040829,0.0168760977685452,0.27251210808754,0.000441702839452773,0.19760499894619
211,5,0.00547313643619418,0.0054082409478724,0.00542691675946116,0.0611634515225887,0.0593099482357502,0.16207030415535,0.259643733501434,0.0698411837220192
212,9,0.00672687636688352,0.00602646498009562,0.0130258370190859,0.0354374051094055,0.0219914112240076,0.28808131814003,0.00341055379249156,0.246332943439484
213,6,0.235917881131172,0.0353124886751175,0.00124956131912768,0,0.000647673034109175,0.00190252577885985,0,0.149062186479568
214,6,0.0139930071309209,0.00197572819888592,0.00714337872341275,0.0579494573175907,0.0913437530398369,0.223441243171692,0.144865334033966,0.18597200512886
215,7,0.0119875725358725,0.00445772102102637,0.00460961228236556,0.0305748600512743,0.0451697260141373,0.335314780473709,0.271248579025269,0.162893414497375
216,7,0.208458662033081,0.0399999991059303,0.000409160071285442,0.000143664248753339,0.0123371826484799,0,0.0164956450462341,0.24761500954628
217,7,0.355356574058533,0.0289919376373291,0.00662490725517273,0.00260923476889729,0.000416535796830431,9.24645082722719e-11,9.84340942089545e-11,0.210014805197716
218,5,0.0169426687061787,0.00601684860885143,0.00896339770406485,0.0110156647861004,0.048811849206686,0.00437856977805495,0.168892726302147,0.259660691022873
219,9,0.0089012086391449,0.00515608442947268,0.00678228586912155,0.057508397847414,0.0584939643740654,0.327655673027039,0.148960769176483,0.148386120796204
220,7,0.0132963042706251,0.00855119153857231,0.00631603412330151,0.00858151726424694,0.0343200340867043,0.00311681837774813,0.268965065479279,0.20110796391964
